text,label
@united really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. #theworst,-1
"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",0
@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta,0
@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,-1
"@USAirways Congrats, you've just lost a customer for good. When I made a United weather change, free/5 min. You guys 2 hrs on hold &amp; $25.",-1
“@JetBlue: Our fleet's on fleek. http://t.co/3kVkd8yRxa” + lol wow,1
@united @Lmuschel he is traveling with me on a sep reservation number F3KxB8,0
@united  #UnitedAirlines  how long will1531 be delayed.,-1
@AmericanAir now we are all stuck on the plane after landing because crew unable to figure it out,-1
"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place.",-1
@USAirways  My tweet gets me a response to email dmsc@usairways.com,0
@united is z and d code airfare refundable?,0
"@united Does the economy plus cabin also qualifies as a ""premium"" cabin?",0
@JetBlue This is absurd. Should a stranger help my kids if there's a problem? #jetblue http://t.co/LAiGgef9Kj,-1
@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg,-1
@USAirways is this accurate? Safety guide shown no MP3 player usage during takeoff and landing. http://t.co/Nvk3IrG4KP,0
@SouthwestAir I'm on the 110 lol has anyone arrived yet??,0
"@AmericanAir trying to change my flight and you just hang up on ppl bc call volume is high. That's a joke, right?",-1
.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,-1
@SouthwestAir  on hold with customer service; you may be quicker.  I rebooked trip for a lower fare.  Where did the difference in $ go?,-1
@USAirways hour 4 at the gate.,-1
@SouthwestAir thank you! ❤️❤️❤️ you guys!,1
@JetBlue what's up with the random delay on flight 1729? Any chance of it being a false alarm?,-1
@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!,-1
@AmericanAir What are we going to do about the nightmare you guys out me through yesterday? Zero response from the tweet you last sent me.,-1
@USAirways Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?,0
@AmericanAir when should i expect a response from customer relations,-1
@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,-1
@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,0
@AmericanAir Pathetic answer. Just found out my bag has been sitting at LGA for 20 hours and no call from you to lmk or delivery of bag. BAD,-1
@SouthwestAir @love_dragonss AHHHH YES LAUREN,0
@USAirways how do you do that? You guys need to have much better communication. How? How can we do that?,-1
@SouthwestAir love..luv the addition of the passbook option.,1
@USAirways 8 hrs of wait time is unbelieavle unaccpetable biggest airline in the world should have failback call centers,-1
@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?,-1
.@united I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight,-1
@USAirways thanks! Any idea when it will be resolved? I'd like to purchase my ticket!,0
@USAirways understood and I am sympathetic. How do I get my $100 back? I shouldn't have to pay especially if YOU switched my flight.,-1
"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU",1
"@united just curious, when are you going to to finally learn #customerservice ?",-1
@SouthwestAir The in-browser hover over is intrusive and annoying. And the fact that the WiFi only works on one device is sort of sad.,-1
@AmericanAir already shared with them. Nothing done!,-1
"@USAirways the two women workng PHL bag check term C @ 11:30 ET should be fired for being rude, pushy and treating customers with disrespect",-1
"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir.  http://t.co/mFMNKmvOTR”RT I look 4ward to that follow back too!",0
"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.",0
@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,1
@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572,-1
"@SouthwestAir very confusing to receive ""your trip is around the corner!"" email when I already Cancelled Flightled the flight",-1
@AmericanAir 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this.,-1
@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬,0
"@AmericanAir Hey, so... I think I left my wallet on you. Can I have it back, please?",0
@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3,0
@SouthwestAir too long to wait for bags when they could have been on the next flight out. The party of 4 could have waited in Albany,-1
@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,0
@AmericanAir Just followed you.,1
"@SouthwestAir the sign in screen had major mobile issues, the responsive design wasn't working properly my Nexus 5.",-1
@JetBlue our flight out no Tv. Now our flight back not seated together. B6 620. Maybe our fault still no fun.,-1
@AmericanAir I am trying to switch my flight to AA 1359 I am currently on AA 2401 at 6:50am MONDAY morn then AA 2586! Help Me!!,0
@JetBlue is REALLY getting on my nerves !! 😡😡 #nothappy,-1
@USAirways So you understand why I'm resorting to Twitter: No help available at  gate while this occurred or by phone afterward.,-1
@SouthwestAir iiiii need help with my flight schedule!!! haha,0
@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,1
@VirginAmerica you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,-1
@SouthwestAir I would die if I got tickets to #DestinationDragons and you would be invited to my funeral,-1
@united u Cancelled Flighted my flight from IAD to JAX. Was supposed to use plane from BNA but u used that plane for another destination instead. 1/2,-1
@AmericanAir - trying to track down backs for two of my attendees #help,0
"@JetBlue Submitted, hoping for quick decision, tied to another donation we just received:
Proposal- 27th Annual Gala
Org- Boundless Readers",0
"@united delayed because of salt on the floor from previous passengers? The 180 of just just want to fly, don't care about our shoes. Ua649",-1
"@united Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!",1
@AmericanAir no. Prebook flight for wife's 40th bday in NO. I recently have had surgery and can't travel. Won't let another go in my place,0
@united What's up with the reduction in E+ on 737-900s? 1K who can no longer confirm E+.  Forget upgrades - just want legroom. #unitedfail,-1
@JetBlue why 730 and not 645 as scheduled?,-1
@AmericanAir Please REPLY!  How do you mess up my rebook TWICE???,-1
@USAirways next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air,-1
@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,1
@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,-1
@united #UnitedAirlines fill out form and never receive response? I expect remedy. We can travel another airline and Cancelled Flight as members w u.,-1
"@united some compensation (e.g. upgrade to higher class for my rescheduled flight to MUC today) will be appreciated, though ;)",0
"@AmericanAir Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!",-1
"@AmericanAir mission accomplished today, Thank you!",1
@united this is nuts they said a flight was on the ground now it's still in Albany and they won't have a plane.  Someone is compensating me,-1
@united spoke to someone on your feedback line last night who said she would get me a preferred choice seat for today...,-1
@united that's not even an apology,-1
"@USAirways I absolutely knew you would try to blame weather to deny us vouchers in Phoenix. Totally false, was a crew issue.",-1
@SouthwestAir Just OH-ing a text message I received from an entitled jackass of a friend.,-1
@united Bos-SF was in between waivers. Business Cancelled Flighted due to weather before/after. No flexibility/compassion in extreme circumstances = 😔,-1
@united I have a question about my interview process I had only one interview but was the last person is that good or bad,0
@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,-1
@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia,-1
@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊,1
@united why is my flight from mke to ord getting delayed? Our gate attendant is not communicating!,-1
@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.,-1
